,ARO_BUSSTOP_ID,BUSSTOP_ENG_NM,BUSSTOP_NM,BUS_NODE_ID,GPS_LATI,GPS_LONG,ROUTE_NO
2195,['12600'],['Chu-dong Water Plant'],['추동취수장'],['8002715'],['36.370747'],['127.475746'],"[' 60, 61-1, 61-2, 71-1']"
2196,['12610'],['Chu-dong Water Plant'],['추동취수장'],['8002716'],['36.37068'],['127.475845'],"[' 60, 61-1, 61-2, 71-1']"
2197,['74660'],['Chubu Middle School Entrance'],['추부중학교입구'],['8005912'],['36.19117'],['127.46536'],[' 501']
2198,['74670'],['Chubu Middle School Entrance'],['추부중학교입구'],['8005911'],['36.191906'],['127.46559'],[' 501']
2199,['32580'],['Chungnam  High School'],['충남고등학교'],['8002717'],['36.349094'],['127.39294'],[' 108']
2200,['21950'],['Chungnam Mechanical Technical High School'],['충남기계공고'],['8002718'],['36.31178'],['127.40145'],"[' 30, 313, 315']"
2201,['21960'],['Chungnam Mechanical Technical High School'],['충남기계공고'],['8002719'],['36.31246'],['127.402214'],"[' 30, 311, 313, 315']"
2202,['42660'],['Chungnam National University Library'],['충남대도서관'],['8005587'],['36.36881'],['127.34573'],"[' 108, 48']"
2203,['42670'],['Chungnam National University Library'],['충남대도서관'],['8005588'],['36.369488'],['127.34661'],"[' 108, 48']"
2204,['42630'],['Chungnam National University S'],['충남대산학연'],['8005589'],['36.36524'],['127.345184'],"[' 108, 48']"
2205,['42640'],['Chungnam National University S'],['충남대산학연'],['8005590'],['36.36533'],['127.34543'],"[' 108, 48']"
2206,['42590'],['Chungnam National University'],['충남대학교'],['8002722'],['36.36265'],['127.34368'],"[' 1002, 101, 114, 119, 704']"
2207,['42600'],['Chungnam National University'],['충남대학교'],['8002721'],['36.36156'],['127.34412'],"[' 1, 101, 102, 104, 105, 106, 113, 114, 115, 117, 119, 121, 48, 5, 655, 704, 706, 911, 912']"
2208,['42610'],['Chungnam National University'],['충남대학교'],['8005516'],['36.360374'],['127.34432'],"[' 1, 104, 105, 115, 117, 121, 48, 5, 911, 912']"
2209,['42620'],['Chungnam National University'],['충남대학교'],['8002720'],['36.36136'],['127.34468'],"[' 102, 106, 113, 706']"
2210,['46470'],['---'],['충남대학교'],['8007357'],['36.362354'],['127.34312'],[' 1002']
2211,['22210'],['Chungnam National University Hospital'],['충남대학교병원'],['8002724'],['36.31792'],['127.41389'],"[' 30, 313, 315, 317, 615, 619']"
2212,['22220'],['Chungnam National University Hospital'],['충남대학교병원'],['8002723'],['36.31751'],['127.413574'],"[' 30, 313, 315, 317, 615, 619']"
2213,['42650'],['Chungnam National University Entrance'],['충남대학교입구'],['8002725'],['36.361355'],['127.34603'],[' 108']
2214,['23180'],['Chungnam National University H'],['충남대학병원동문'],['8005924'],['36.317757'],['127.41753'],[' 618']
2215,['20380'],['Chungnam Girls` Middle and High School'],['충남여자중고등학교'],['8002726'],['36.33083'],['127.409966'],"[' 107, 317, 601, 604']"
2216,['20390'],['Daeseong High School Entrance'],['충남여중삼거리'],['8001360'],['36.332115'],['127.41001'],[' 614']
2217,['11230'],['Dae-dong Market Entrance'],['충남중네거리'],['8001345'],['36.327457'],['127.44421'],"[' 512, 603, 611, 62']"
2218,['10590'],['Chungnam  Middle School'],['충남중학교'],['8002727'],['36.324642'],['127.44547'],"[' 512, 619']"
2219,['11250'],['Chungnam  Middle School'],['충남중학교'],['8002728'],['36.3247'],['127.44583'],"[' 512, 619']"
2220,['42710'],"['Chungnam National University, College of Agricultural College Entrance']",['충대농대입구'],['8002735'],['36.36042'],['127.35253'],"[' 1, 1002, 104, 105, 115, 117, 121, 5, 911, 912']"
2221,['42740'],['Chungnam National University'],['충대농대종점'],['8002736'],['36.3661'],['127.351875'],"[' 1, 1002, 105, 108, 115, 117, 48, 911, 912']"
2222,['42750'],"['Chungnam National University, College of Agricultural College Terminal']",['충대농대종점'],['8002737'],['36.366425'],['127.352036'],"[' 1, 1002, 105, 108, 115, 117, 48, 911, 912']"
2223,['21010'],['Chungnam National University Hospital Negeori(Intersection)'],['충대병원네거리'],['8001355'],['36.31889'],['127.41646'],"[' 119, 30, 315']"
2224,['42530'],['Chungnam National University Back Gate'],['충대서문'],['8002741'],['36.369427'],['127.34012'],"[' 1, 3, 704, 912']"
2225,['42540'],['Chungnam National University Back Gate'],['충대서문'],['8002742'],['36.37055'],['127.34012'],"[' 1, 117, 3, 704, 912']"
2226,['46400'],['---'],['충대서문'],['8007322'],['36.37024'],['127.34049'],[' 117']
2227,['42580'],"['Chungnam National University, College of Veterinary Medicine']",['충대수의대'],['8002738'],['36.37747'],['127.34274'],"[' 1, 117, 3, 704, 912']"
2228,['43340'],['Chungyeolsa(Shrine)'],['충렬사삼거리'],['8002745'],['36.396973'],['127.35464'],"[' 604, 606, 912']"
2229,['43350'],['Chungyeolsa(Shrine)'],['충열사'],['8002746'],['36.397293'],['127.35567'],[' 704']
2230,['23580'],['---'],['침산교/점말'],['8007215'],['36.27637'],['127.397285'],[' 30']
2231,['23590'],['---'],['침산교/점말'],['8007216'],['36.27634'],['127.397415'],[' 30']
2232,['23600'],['Chimsan-dong'],['침산동'],['8007217'],['36.27371'],['127.396255'],[' 30']
2233,['23610'],['Chimsan-dong'],['침산동'],['8007218'],['36.27363'],['127.396385'],[' 30']
2234,"['22760', '22760']","['Chimsan-dong Entrance', 'Chimsan-dong Entrance']","['침산동입구', '침산동입구']","['8002750', '8005889']","['36.277416', '36.277317']","['127.39842', '127.39847']","[' 31, 32, 33-1, 33-2', ' 30']"
2235,['22770'],['Chimsan-dong Entrance'],['침산동입구'],['8002751'],['36.277416'],['127.39857'],"[' 30, 31, 32, 33-1, 33-2']"
2236,['35630'],['---'],['코스모스아파트'],['8007446'],['36.298557'],['127.36483'],"[' 27, 615, 703']"
2237,['31590'],['Kolon Apts.'],['코오롱아파트'],['8002754'],['36.33432'],['127.37108'],"[' 119, 203, 312, 601, 603, 605, 613, 617']"
2238,['32590'],['Clover Apts.'],['크로바아파트'],['8002756'],['36.3514'],['127.393265'],"[' 106, 316, 617, 705, 918']"
2239,['32030'],['Gyeryongno Negeori(Intersection)'],['큰마을네거리'],['8001091'],['36.349167'],['127.37617'],"[' 101, 105, 107']"
2240,['31960'],['Gyeongseong Keunmaeul Apts.'],['큰마을아파트'],['8001089'],['36.347305'],['127.37599'],"[' 203, 216, 301']"
2241,['31970'],['Gyeongseong Keunmaeul Apts.'],['큰마을아파트'],['8002757'],['36.347553'],['127.37715'],"[' 101, 105, 107, 211, 315, 316, 318, 604, 703, 706']"
2242,['81270'],['Tandong Nonghyup bank'],['탄동농협'],['8005663'],['36.390903'],['127.34964'],[' 1']
2243,['82000'],['Tandong Nonghyup bank'],['탄동농협'],['8005784'],['36.390785'],['127.34977'],[' 1']
2244,['31420'],['Tanbang Negeori(Intersection)'],['탄방네거리'],['8002758'],['36.342167'],['127.38628'],"[' 101, 107, 211, 315, 316, 318, 604, 618, 703']"
2245,['31210'],['Tanbang Fire Station'],['탄방동주민센터'],['8002759'],['36.347897'],['127.39532'],"[' 105, 706, 911']"
2246,['31090'],['Tanbang Station / Employment I'],['탄방역.대전고용센터'],['8005865'],['36.34685'],['127.38568'],"[' 104, 105, 706']"
2247,['31100'],['Tanbang Station / Employment Information Service Center'],['탄방역.대전고용센터'],['8002760'],['36.346523'],['127.38569'],"[' 105, 706']"
2248,['31060'],['Tanbang Station Exit 1'],['탄방역1번출구'],['8005593'],['36.34527'],['127.38429'],[' 104']
2249,['31080'],['Tanbang Station Terminal'],['탄방역종점'],['8005594'],['36.34534'],['127.38504'],[' 104']
2250,['32610'],['Tanbang Middle School'],['탄방중학교'],['8002763'],['36.350273'],['127.39484'],"[' 105, 514, 706, 911']"
2251,['22420'],['Tapgol Entrance'],['탑골입구'],['8002764'],['36.305153'],['127.39357'],"[' 311, 33-1']"
2252,['44290'],['Tapnip 1(il)-tong / Nonghyup Warehouse'],['탑립1통'],['8002767'],['36.40883'],['127.39574'],"[' 1, 121, 705, 802']"
2253,"['44300', '44300']","['Tapnip 1(il)-tong', 'Tapnip 1(il)-tong']","['탑립1통', '탑립1통']","['8005667', '8002766']","['36.40894', '36.408726']","['127.39585', '127.39604']","[' 1', ' 121, 705, 802']"
2254,['44310'],['Tapnip 1(il)-tong Sanuijeol'],['탑립1통산의절'],['8002769'],['36.409542'],['127.39847'],"[' 121, 712']"
2255,['44320'],['Tapnip 1(il)-tong Sanuijeol'],['탑립1통산의절'],['8002768'],['36.40971'],['127.39842'],"[' 121, 712']"
2256,"['44330', '44330', '44330']","['Tamnip', 'Tamnip', 'Tamnip']","['탑립동', '탑립동', '탑립동']","['9002765', '9102765', '8002765']","['36.408413', '36.41181', '36.41055']","['127.40161', '127.40648', '127.40434']","[' 918, 712', ' 918', ' 918, 712, 701, 712, 918']"
2257,"['44400', '44400']","['Tamnip Overpass', 'Tamnip Overpass']","['탑립육교', '탑립육교']","['8002775', '8102775']","['36.411274', '36.410786']","['127.39456', '127.39411']","[' 712', ' 712, 121, 705, 802']"
2258,"['44410', '44410']","['Tamnip Overpass', 'Tamnip Overpass']","['탑립육교', '탑립육교']","['8102776', '8002776']","['36.410706', '36.41125']","['127.39426', '127.39476']","[' 712, 121, 705, 802', ' 712']"
2259,['44200'],['Jeonmin-dong'],['태광산업중앙연구소'],['8002533'],['36.403587'],['127.40498'],"[' 1, 705, 802']"
2260,['44210'],['Jeonmin-dong'],['태광산업중앙연구소'],['8007030'],['36.40358'],['127.40483'],"[' 1, 705, 802']"
2261,['52380'],['Taeyang Village'],['태양마을'],['8002777'],['36.437057'],['127.43394'],[' 712']
2262,['74790'],['---'],['태조대왕태실'],['8007335'],['36.19569'],['127.45693'],[' 501']
2263,['74800'],['---'],['태조대왕태실'],['8007336'],['36.19702'],['127.45495'],[' 501']
2264,['21550'],['Taepyeong 1(il)-dong Community Center'],['태평1동주민센터'],['8002778'],['36.326595'],['127.397446'],"[' 103, 601']"
2265,['21580'],['Taepyeong 1(il)-dong Community Center'],['태평1동주민센터'],['8002779'],['36.326122'],['127.3967'],"[' 103, 317, 601']"
2266,['21520'],['Taepyeong Market'],['태평시장'],['8002788'],['36.324688'],['127.395035'],[' 317']
2267,['21530'],['Taepyeong Market'],['태평시장'],['8002789'],['36.324833'],['127.395294'],[' 317']
2268,['21460'],['Taepyeong Ogeori(Intersection)'],['태평오거리'],['8002793'],['36.326553'],['127.39286'],"[' 103, 316, 601, 603']"
2269,['21470'],['Taepyeong Ogeori(Intersection)'],['태평오거리'],['8002790'],['36.326183'],['127.39304'],"[' 103, 316, 601, 603']"
2270,['21510'],['Taepyeong Ogeori(Intersection)'],['태평오거리'],['8002791'],['36.326595'],['127.39499'],[' 612']
2271,['21540'],['Taepyeong Ogeori(Intersection)'],['태평오거리'],['8002792'],['36.32652'],['127.39526'],[' 612']
2272,['21560'],['Mongnyeon Wedding Hall'],['태평중학교'],['8001630'],['36.32979'],['127.3965'],[' 612']
2273,['21570'],['Taepyeong Catholic Church'],['태평중학교'],['8002787'],['36.32976'],['127.3968'],[' 612']
2274,['21500'],['Taepyeong Elementary School'],['태평초등학교'],['8002797'],['36.321724'],['127.39432'],"[' 317, 603']"
2275,['21740'],['Taepyeong Elementary School'],['태평초등학교'],['8002796'],['36.32149'],['127.39439'],"[' 317, 603']"
2276,['20670'],['Temi Gogae(Ridge)'],['테미고개'],['8002800'],['36.318043'],['127.42363'],"[' 119, 313, 618, 619']"
2277,['21020'],['Temi Gogae(Ridge)'],['테미고개'],['8002799'],['36.31779'],['127.42311'],"[' 119, 313, 618, 619']"
2278,['20540'],['Temi Samgeori(Intersection)'],['테미삼거리'],['8002798'],['36.31835'],['127.4186'],"[' 119, 313, 317, 615, 619']"
2279,['20560'],['Temi Samgeori(Intersection)'],['테미삼거리'],['8002803'],['36.318108'],['127.419106'],"[' 119, 313, 618, 619']"
2280,['44420'],"['Technovalley Apts.11,12']",['테크노밸리11.12단지'],['8005511'],['36.417664'],['127.39526'],"[' 705, 712, 802, 918']"
2281,['81930'],['Technovalley Apts.12'],['테크노밸리12단지'],['8002804'],['36.417107'],['127.39259'],[' 1']
2282,['82050'],['Technovalley Apts.12'],['테크노밸리12단지'],['8002805'],['36.417316'],['127.39279'],[' 1']
2283,['44510'],['Technovalley Apts.2'],['테크노밸리2단지'],['8001303'],['36.41863'],['127.383026'],"[' 301, 704, 918']"
2284,['44520'],['Technovalley Apts.2'],['테크노밸리2단지'],['8001304'],['36.418896'],['127.38294'],"[' 301, 704, 918']"
2285,['44530'],['Technovalley Apts.4'],['테크노밸리4단지'],['8001306'],['36.42006'],['127.38592'],"[' 1, 301, 704, 918']"
2286,['44540'],['Technovalley Apts.4'],['테크노밸리5단지'],['8001305'],['36.420033'],['127.38616'],"[' 1, 301, 704, 918']"
2287,['44640'],['Technovalley Apts.6.10'],['테크노밸리6.10단지'],['8005879'],['36.420303'],['127.39216'],"[' 1, 705, 712, 802, 918']"
2288,['44660'],['Technovalley Apts.6.10'],['테크노밸리6.10단지'],['8005880'],['36.420105'],['127.391975'],"[' 705, 712, 802, 918']"
2289,['81720'],['Technovalley Apts.6'],['테크노밸리6단지'],['8007047'],['36.41857'],['127.38797'],[' 1']
2290,['81730'],['Technovalley Apts.6'],['테크노밸리6단지'],['8005738'],['36.418785'],['127.38794'],[' 1']
2291,['82220'],['Technovalley Apts.7'],['테크노밸리7단지'],['8005972'],['36.424995'],['127.38413'],[' 5']
2292,['82290'],['Technovalley Apts.7'],['테크노밸리7단지'],['8005971'],['36.425167'],['127.38465'],[' 5']
2293,['13290'],['Tomangdae'],['토망대'],['8002806'],['36.417072'],['127.53016'],[' 63']
2294,['13300'],['Tomangdae / O-dong'],['토망대.오동'],['8002807'],['36.416924'],['127.53055'],[' 63']
2295,['34080'],['Tooggol'],['토옥골'],['8002808'],['36.239403'],['127.343994'],"[' 20, 22']"
2296,['34090'],['Sanjik-dong'],['토옥골'],['8001861'],['36.239723'],['127.34406'],"[' 20, 22']"
2297,['13490'],['Toto Natural Study Center'],['토토자연학습원'],['8002809'],['36.285057'],['127.45818'],"[' 30, 31']"
2298,['13500'],['Toto Natural Study Center'],['토토자연학습원'],['8002810'],['36.28513'],['127.45837'],"[' 30, 31']"
2299,['32970'],['Dunsan Police Station'],['통계센터'],['8001568'],['36.35903'],['127.37925'],"[' 116, 301, 318, 604, 705, 706']"
2300,['45880'],['Treefullcity Apts.9'],['트리풀시티9단지'],['8003099'],['36.341614'],['127.33818'],"[' 106, 11, 115, 312, 706']"
2301,['45890'],['Treefullcity Apts.9'],['트리풀시티9단지'],['8003100'],['36.341488'],['127.33867'],"[' 106, 11, 115, 312, 706']"
2302,['46300'],['---'],['트리풀시티포레1단지'],['8007209'],['36.381172'],['127.30612'],"[' 1002, 114']"
2303,['23220'],['Paragon Apts.'],['파라곤아파트'],['8005951'],['36.320885'],['127.38693'],[' 608']
2304,['23670'],['---'],['파라곤아파트'],['8007361'],['36.32012'],['127.386345'],[' 608']
2305,['32150'],['Parangsae Negeori(Intersection)'],['파랑새네거리'],['8002814'],['36.353065'],['127.379524'],"[' 116, 203, 211, 216, 301, 315, 318, 604, 605, 705, 706']"
2306,['32020'],['Parangsae Apts.'],['파랑새아파트'],['8002815'],['36.355965'],['127.37598'],"[' 514, 916']"
2307,['10700'],['Panam-dong Gogae(Ridge)'],['판암2동주민센터'],['8002819'],['36.3198'],['127.45705'],"[' 603, 61-1, 61-2, 611, 612, 619, 66']"
2308,['10830'],['Panam I.C.'],['판암IC'],['8002830'],['36.318832'],['127.468475'],"[' 313, 60, 604, 606, 607, 61-1, 61-2, 611, 612, 618, 619, 62, 63']"
2309,['10650'],['Panam Geullin park'],['판암근린공원'],['8002817'],['36.317993'],['127.45208'],"[' 313, 514, 60, 604, 606, 607, 612, 62, 63']"
2310,['10660'],['Panam Geullin park'],['판암근린공원'],['8002818'],['36.318115'],['127.45234'],"[' 313, 514, 60, 604, 606, 607, 612, 62, 63']"
2311,['10780'],['Panam-dong Police Box'],['판암네거리'],['8002829'],['36.31825'],['127.46168'],"[' 313, 60, 603, 604, 606, 607, 608, 61-1, 61-2, 611, 618, 619, 62, 63']"
2312,['10800'],['Panam-dong Police Box'],['판암네거리'],['8002828'],['36.318077'],['127.461815'],"[' 313, 60, 604, 606, 607, 61-1, 61-2, 611, 618, 619, 62, 63']"
2313,['10790'],['Panam Catholic Church'],['판암동성당'],['8002820'],['36.319996'],['127.461815'],"[' 603, 608, 612']"
2314,['10810'],['Panam Catholic Church'],['판암동성당'],['8002821'],['36.31991'],['127.46227'],"[' 603, 608, 612, 66']"
2315,['10740'],['Panam Station'],['판암역'],['8002823'],['36.316902'],['127.459305'],"[' 313, 60, 603, 604, 606, 607, 608, 61-1, 61-2, 611, 618, 619, 62, 63, 66']"
2316,['10760'],['Panam Station'],['판암역'],['8002824'],['36.31727'],['127.45966'],"[' 313, 60, 603, 604, 606, 607, 608, 61-1, 61-2, 611, 618, 619, 62, 63']"
2317,['10680'],['Panam 1(il)-dong Community Center'],['판암역네거리'],['8002822'],['36.317104'],['127.455795'],"[' 313, 514, 60, 604, 606, 607, 612, 62, 63']"
2318,['10690'],['Panam 1(il)-dong Community Center'],['판암역네거리'],['8002816'],['36.317326'],['127.45653'],"[' 603, 61-1, 61-2, 611, 612, 619']"
2319,['14740'],['---'],['판암역종점'],['8007415'],['36.316776'],['127.458565'],[' 66']
2320,['10720'],['Panam Jugong Apts.4'],['판암주공4단지'],['8002825'],['36.32119'],['127.45874'],"[' 603, 61-1, 61-2, 611, 612, 619']"
2321,['10750'],['Panam Jugong Apts.5'],['판암주공5단지'],['8002826'],['36.32224'],['127.45975'],"[' 603, 61-1, 61-2, 611, 612, 619, 66']"
2322,['10840'],['Panam Metro Car Depot'],['판암차량기지'],['8001391'],['36.32133'],['127.471565'],"[' 313, 60, 604, 606, 607, 61-1, 61-2, 611, 612, 618, 619, 62, 63']"
2323,['10850'],['Panam Metro Car Depot'],['판암차량기지'],['8001390'],['36.32036'],['127.47139'],"[' 313, 60, 604, 606, 607, 61-1, 61-2, 611, 612, 618, 619, 62, 63']"
2324,['10770'],['Small Business Corporation'],['판암테크노타운'],['8002625'],['36.32215'],['127.461494'],"[' 603, 61-1, 61-2, 611, 612, 619']"
2325,['11220'],['Dae-dong Community Center'],['펜타뷰아파트'],['8001351'],['36.328777'],['127.44422'],[' 611']
2326,['33940'],['Pyeongchon'],['평촌1통마을회관'],['8002834'],['36.239246'],['127.31823'],"[' 21, 24, 26']"
2327,['33950'],['Pyeongchon'],['평촌1통마을회관'],['8002835'],['36.23916'],['127.31829'],"[' 21, 24, 26']"
2328,['33880'],['Pyeongchon 2(e)-tong'],['평촌2통마을회관'],['8002838'],['36.239536'],['127.315384'],[' 26']
2329,['33900'],['Pyeongchon 2(e)-tong'],['평촌2통마을회관'],['8005598'],['36.239426'],['127.31553'],[' 26']
2330,['33860'],['Pyeongchon 1(il)-tong'],['평촌2통아래뜸'],['8002837'],['36.238014'],['127.3125'],[' 26']
2331,['33870'],['Pyeongchon 1(il)-tong'],['평촌2통아래뜸'],['8005597'],['36.237865'],['127.31247'],[' 26']
2332,['52310'],['Pyeongchon-dong'],['평촌동'],['8002840'],['36.435814'],['127.42541'],"[' 703, 705, 711']"
2333,['52320'],['Pyeongchon-dong'],['평촌동'],['8002839'],['36.435513'],['127.42549'],"[' 703, 705, 711']"
2334,['53060'],['Pyeongchon-dong'],['평촌동'],['8002841'],['36.431816'],['127.43381'],[' 712']
2335,['34240'],['Pyeongchon-dong Terminal'],['평촌동종점'],['8002842'],['36.2366'],['127.30757'],[' 26']
2336,['11620'],['Pyeonghwa Apt.'],['평화아파트'],['8002843'],['36.354103'],['127.450836'],"[' 105, 66']"
2337,['53530'],['---'],['평화아파트'],['8007416'],['36.35431'],['127.451675'],[' 66']
2338,['44430'],"['Technovalley Apts.11,12']","['푸르지오하임1,2단지']",['8005512'],['36.41755'],['127.39538'],"[' 1, 705, 712, 802, 918']"
2339,['21620'],['Pureunmoe Apts.'],['푸른뫼아파트'],['8002845'],['36.32847'],['127.39888'],"[' 318, 612']"
2340,['21630'],['Pureunmoe Apts.'],['푸른뫼아파트'],['8002844'],['36.328323'],['127.39927'],"[' 318, 612']"
2341,['31890'],['Pureun Apt.'],['푸른아파트'],['8002846'],['36.34273'],['127.37121'],"[' 103, 113, 602']"
2342,['45230'],['Hagi-dong'],['하기동'],['8005900'],['36.38441'],['127.33991'],"[' 117, 121']"
2343,['45440'],['Hagi-dong'],['하기동'],['8005979'],['36.38476'],['127.33997'],"[' 117, 121']"
2344,['43600'],['Hagi Middle School'],['하기중학교'],['8002849'],['36.385853'],['127.321304'],"[' 116, 117, 121']"
2345,['32790'],['Hanaro Apts.'],['하나로아파트'],['8002850'],['36.35995'],['127.36659'],"[' 106, 108, 706, 911']"
2346,['43000'],['Hanul Apts.'],['하나아파트'],['8002955'],['36.38478'],['127.349106'],"[' 121, 606, 704, 912']"
2347,['43010'],['Sinseong-dong'],['하나아파트'],['8002109'],['36.38464'],['127.3502'],"[' 121, 606, 704, 912']"
2348,['13570'],['Euneosong Middle School Entrance'],['하늘채2차아파트'],['8001467'],['36.298443'],['127.45881'],"[' 31, 511, 512, 514, 52']"
2349,['35010'],['Hasanmakgol'],['하산막골'],['8070039'],['36.203613'],['127.34124'],[' 22']
2350,['35020'],['Hasanmakgol'],['하산막골'],['8070040'],['36.20389'],['127.34145'],[' 22']
2351,['14030'],['Haso 1(il)-tong'],['하소1통'],['8002853'],['36.2197'],['127.44092'],[' 501']
2352,['14040'],['Haso 1(il)-tong'],['하소1통'],['8002852'],['36.21922'],['127.44099'],[' 501']
2353,['14050'],['Haso 2(e)-tong'],['하소2통'],['8002855'],['36.223667'],['127.4429'],[' 501']
2354,['14060'],['Haso 2(e)-tong'],['하소2통'],['8002854'],['36.223465'],['127.442986'],[' 501']
2355,['13830'],['HaSoryonggol'],['하소룡골'],['8002858'],['36.242985'],['127.46105'],[' 52']
2356,['14330'],['HaSoryonggol'],['하소룡골'],['8002859'],['36.24285'],['127.46102'],[' 52']
2357,['41740'],['Credit Union Training Institute'],['하우스토리/신협연수원'],['8002141'],['36.35838'],['127.304085'],"[' 102, 103, 104, 11, 113, 117']"
2358,['71040'],['Hakbong-ri'],['학봉리'],['8005271'],['36.360218'],['127.24899'],[' 107']
2359,['71050'],['Hakbong-ri'],['학봉리'],['8005269'],['36.360397'],['127.24934'],[' 107']
2360,['71060'],['Hakbong Samgeori(Intersection)'],['학봉삼거리'],['8005270'],['36.361843'],['127.25234'],"[' 107, 48']"
2361,['71070'],['Hakbong Samgeori(Intersection)'],['학봉삼거리'],['8005272'],['36.36224'],['127.252525'],"[' 107, 48']"
2362,['45800'],['Hakuitteul Apts.'],['학의뜰아파트'],['8003073'],['36.33584'],['127.30183'],"[' 113, 117, 3']"
2363,['40470'],['Hakha-dong'],['학하동'],['8002864'],['36.337673'],['127.31496'],[' 704']
2364,['40480'],['Hakha-dong'],['학하동'],['8002863'],['36.33738'],['127.314766'],"[' 3, 704']"
2365,['45810'],['Hakuitteul Apts.'],['학하동종점'],['8003072'],['36.337196'],['127.30318'],"[' 113, 117, 3']"
2366,['82460'],['---'],['학하중앙로'],['8007241'],['36.34064'],['127.30772'],[' 3']
2367,['82470'],['---'],['학하중앙로'],['8007229'],['36.34089'],['127.307686'],[' 3']
2368,['40450'],['Hakha Elementary School'],['학하초등학교'],['8002867'],['36.33476'],['127.312645'],"[' 3, 704']"
2369,['40460'],['Hakha Elementary School'],['학하초등학교'],['8002868'],['36.334797'],['127.31284'],"[' 3, 704']"
2370,['31170'],['Hangaram Apts.'],['한가람아파트'],['8002869'],['36.34653'],['127.39244'],"[' 105, 706, 911']"
2371,['31180'],['Hangaram Apts.'],['한가람아파트'],['8002870'],['36.346794'],['127.39303'],"[' 105, 706, 911']"
2372,['32540'],['Hangaram Apts.'],['한가람아파트'],['8002871'],['36.348835'],['127.392265'],[' 108']
2373,['45570'],['Korea Gas Technology Corporation'],['한국가스기술공사'],['8070002'],['36.435658'],['127.390335'],"[' 704, 712, 72-1, 72-2, 73, 75']"
2374,['45580'],['Korea Gas Technology Corporation'],['한국가스기술공사'],['8070001'],['36.434776'],['127.38992'],"[' 704, 712, 72-1, 72-2, 73, 75']"
2375,['42830'],['KAIST'],['한국과학기술원'],['8002872'],['36.365097'],['127.36284'],"[' 104, 121, 5']"
2376,['42840'],['KAIST'],['한국과학기술원'],['8002873'],['36.365772'],['127.364876'],"[' 104, 121, 5']"
2377,['42850'],['Atomic Power Security Technology Institute'],['한국과학기술원'],['8001113'],['36.374435'],['127.366745'],[' 604']
2378,['51810'],['Korea Transportation Safety Authority'],['한국교통안전공단'],['8001310'],['36.446312'],['127.406334'],"[' 701, 704, 705, 72-1, 72-2, 73, 75']"
2379,['51930'],['Korea Transportation Safety Authority'],['한국교통안전공단'],['8001309'],['36.446476'],['127.40726'],"[' 701, 704, 705, 72-1, 72-2, 73, 75']"
2380,['43360'],['Institute of Machinery&Materials'],['한국기계연구원'],['8002875'],['36.395924'],['127.35568'],"[' 1, 604, 704, 912']"
2381,['43370'],['Institute of Machinery&Materials'],['한국기계연구원'],['8002874'],['36.394764'],['127.35649'],"[' 1, 604, 704, 912']"
2382,['23050'],['Military Arts Training Institute'],['한국무예연수원'],['8002876'],['36.21808'],['127.41758'],[' 32']
2383,['23060'],['Military Arts Training Institute'],['한국무예연수원'],['8002877'],['36.218197'],['127.417595'],[' 32']
2384,['45860'],['Korea National Open University'],['한국방송통신대학교'],['8003089'],['36.414448'],['127.40096'],"[' 1, 918']"
2385,['45870'],['Korea National Open University'],['한국방송통신대학교'],['8003090'],['36.41428'],['127.400764'],[' 918']
2386,['22100'],['Human Resources Development Service of Korea'],['한국산업인력공단'],['8002878'],['36.31085'],['127.40816'],"[' 317, 618']"
2387,['42810'],['Research Institute of Bioscience&Biotechnology'],['한국생명공학연구원'],['8002879'],['36.377434'],['127.35991'],[' 604']
2388,['43070'],['Korea Research Institute of Chemical Technology'],['한국에너지기술연구원'],['8002901'],['36.385094'],['127.35838'],"[' 121, 604, 606, 704, 912']"
2389,['43460'],['Dareumgogae Samgeori(Intersection)'],['한국연구재단'],['8001293'],['36.385647'],['127.363686'],"[' 1, 121, 318, 604, 704, 912']"
2390,['11810'],['Korea Electric Power Corporation'],['한국전력공사'],['8002880'],['36.357193'],['127.43447'],"[' 2, 605, 611, 701']"
2391,['11820'],['Korea Electric Power Corporation'],['한국전력공사'],['8002881'],['36.357525'],['127.4347'],"[' 2, 605, 611, 701']"
2392,['35050'],['Korea Electric Power Co.'],['한국전력공사'],['8007183'],['36.32715'],['127.372246'],[' 603']
2393,['43080'],['Electronics and Telecommunications Research Institute'],['한국전자통신연구원'],['8002882'],['36.383816'],['127.36686'],"[' 1, 318, 606']"
2394,['42820'],['Korea Institute of Geoscience and Mineral Resources'],['한국지질자원연구원'],['8003007'],['36.37712'],['127.36094'],[' 604']
2395,['46010'],['Korea Astronomy and Space Science Institute'],['한국천문연구원'],['8005943'],['36.399807'],['127.3743'],"[' 301, 5']"
2396,['46020'],['Korea Astronomy and Space Science Institute'],['한국천문연구원'],['8005944'],['36.40003'],['127.374054'],"[' 301, 5']"
2397,['51730'],['Hankook Tire'],['한국타이어'],['8002889'],['36.448162'],['127.4104'],"[' 701, 704, 705, 72-1, 72-2, 73, 75']"
2398,['43380'],['Research Institute of Hankook Tire'],['한국타이어중앙연구소'],['8002890'],['36.392006'],['127.3592'],"[' 1, 604, 704, 912']"
2399,['51760'],['Hankook Tire Back Gate'],['한국타이어후문'],['8002891'],['36.449112'],['127.417076'],"[' 701, 704, 705, 72-1, 72-2, 73, 75']"
